Display Name;Salutation;Last Name;First Name;Display Bio;Begin Date;End Date
Niels Herman Wamberg;m;Wamberg;Niels;1942 - 1995;1942;1995
Lawrence Weiner;m;Weiner;Lawrence;1942;1942;0
Peter Wendelboe Hansen;m;Wendelboe Hansen;Peter;1942;1942;0
Lis Zwick;k;Zwick;Lis;-1942;1942;0
Margrethe Agger;k;Agger;Margrethe;1943;1943;0
Eric Andersen;m;Andersen;Eric;1943;1943;0
Finn Thybo Andersen;m;Andersen;Finn Thybo;1943;1943;0
Hans Munck Andersen;m;Andersen;Hans Munck;1943;1943;0
Karen Bennicke;k;Bennicke;Karen;1943;1943;0
Jens Birkemose;m;Birkemose;Jens;1943;1943;0
Bodil Brems;k;Brems;Bodil;1943;1943;0
Jette Brønnum;k;Brønnum;Jette;1943;1943;0
Michael Buchwald;m;Buchwald;Michael;1943;1943;0
Kirsten Christensen;k;Christensen;Kirsten;1943;1943;0
Ursula Reuter Christiansen;k;Christiansen;Ursula Reuter;1943;1943;0
Agnete Dinesen;k;Dinesen;Agnete;1943;1943;0
Hanne Galschiøt;k;Galschiøt;Hanne;1943;1943;0
Bente Hansen;k;Hansen;Bente;1943;1943;0
Jens Peter Helge Hansen;m;Hansen;Jens Peter Helge;1943;1943;0
Søren Hansen;m;Hansen;Søren;1943;1943;0
Peter Hentze;m;Hentze;Peter;1943;1943;0
Peter Hiort-Lorenzen;m;Hiort-Lorenzen;Peter;1943;1943;0
Niels Huang;m;Huang;Niels;1943;1943;0
Poul Isbak;m;Isbak;Poul;1943;1943;0
Margit Jacobsen;k;Jacobsen;Margit;1943;1943;0
Palle Jacobsen;m;Jacobsen;Palle;1943;1943;0
Bárður Jakupsson;m;Jakupsson;Bárður;1943;1943;0
Bardur Jakupsson;m;Jakupsson;Bardur;1943;1943;0
Claus H. Jensen;m;Jensen;Claus H.;1943;1943;0
Kirsten Justesen;k;Justesen;Kirsten;1943;1943;0
Helle Kaastrup-Olsen;k;Kaastrup-Olsen;Helle;1943;1943;0
Karl J. Kristoffersen;m;Kristoffersen;Karl J.;1943;1943;0
Boje Lundgaard;m;Lundgaard;Boje;1943;1943;0
Leif Madsen;m;Madsen;Leif;1943;1943;0
Carl Magnus;m;Magnus;Carl;1943;1943;0
Bodil Manz;k;Manz;Bodil;1943;1943;0
Marianne May;k;May;Marianne;1943;1943;0
Maiken Monnerup;k;Monnerup;Maiken;1943;1943;0
Jette Lykke Nevers;k;Nevers;Jette;1943;1943;0
Ole Olesen;m;Olesen;Ole;1943;1943;0
Ole Frederik Olsen;m;Olsen;Ole Frederik;1943;1943;0
Erik Rasmussen;m;Rasmussen;Erik;1943;1943;0
Jørgen C. Rasmussen;m;Rasmussen;Jørgen C.;1943;1943;0
Jørgen C. Rasmussen;m;Rasmussen;Jørgen;1943;1943;0
John Ravn;m;Ravn;John;1943;1943;0
Anne-Suzette Sadolin;k;Sadolin;Anne-Suzette;1943;1943;0
Torben Schønherr;m;Schønherr;Torben;1943;1943;0
Peter Severin;m;Severin;Peter;1943;1943;0
Allan Stabell;m;Stabell;Allan;1943;1943;0
Snorre Læssøe Stephensen;m;Stephensen;Snorre Læssøe;-1943;1943;0
Maria Thorsen;k;Thorsen;Maria;1943;1943;0
Kurt Trampedach;m;Trampedach;Kurt;1943 - 2013;1943;2013
Mette Ussing;k;Ussing;Mette;-1943;1943;0
Bror Westman;m;Westman;Bror;1943;1943;0
Clara Andersen;k;Andersen;Clara;1944;1944;0
Henning Andersen;m;Andersen;Henning;1944;1944;0
Merete Barker;k;Barker;Merete;1944;1944;0
Peter Brandes;m;Brandes;Peter;1944;1944;0
Steen Georg Christensen;m;Christensen;Steen Georg;1944;1944;0
Niels Gammelgaard;m;Gammelgaard;Niels;1944;1944;0
Jac Hansen;m;Hansen;Jac;1944;1944;0
Sys Hindsbo;k;Hindsbo;Sys;1944;1944;0
Julie Høm;k;Høm;Julie;1944;1944;0
Julie Hörn;k;Hörn;Julie;1944;1944;0
Carsten Juel-Christiansen;m;Juel-Christiansen;Carsten;1944;1944;0
Bo Kristiansen;m;Kristiansen;Bo;1944 - 1991;1944;1991
Jan Lohmann;m;Lohmann;Jan;-1944;1944;0
Ernst Lohse;m;Lohse;Ernst;1944;1944;0
Niels Nedergaard;m;Nedergaard;Niels;1944;1944;0
Niels Nedergård;m;Nedergård;Niels;1944 - 1987;1944;1987
Lene Helmer Nielsen;k;Nielsen;Lene Helmer;1944;1944;0
Trondur Patursson;m;Patursson;Trondur;1944;1944;0
Lene Adler Petersen;k;Petersen;Lene Adler;1944;1944;0
Monika Poulsen;k;Poulsen;Monika;1944;1944;0
Christian Nuunu Rosing;m;Rosing;Christian Nuunu;1944;1944;0
Steffen Odd Sølberg;m;Sølberg;Steffen Odd;1944;1944;0
Kelvin Sommer;m;Sommer;Kelvin;1944;1944;0
Niels Strøbek;m;Strøbek;Niels;1944;1944;0
Per Suntum;m;Suntum;Per;1944;1944;0
Jette Vohlert;k;Vohlert;Jette;1944;1944;0
Knud Andersen;m;Andersen;Knud;1945;1945;0
Lena Bay;k;Bay;Lena;1945;1945;0
Finn Severin Bolther;m;Bolther;Fin Severin;1945;1945;0
Peter Bonnén;m;Bonnén;Peter;1945;1945;0
Jørgen Borg;m;Borg;Jørgen;1945;1945;0
Charlotte Brüel;k;Brüel;Charlotte;1945;1945;0
Pernille Clausen;k;Clausen;Pernille;1945;1945;0
Lotte Dalgaard;k;Dalgaard;Lotte;1945;1945;0
Kirsten Dehlholm;k;Dehlholm;Kirsten;1945;1945;0
Torben Ebbesen;m;Ebbesen;Torben;1945;1945;0
Nina Ferlov;k;Ferlov;Nina;1945;1945;0
Gun Gordillo;k;Gordillo;Gun;1945;1945;0
Annette Graae;k;Graae;Annette;1945;1945;0
Irene Griegst;k;Griegst;Irene;1945;1945;0
Irene Grubb;k;Grubb;Irene;1945 - 1995;1945;1995
Claes Hake;m;Hake;Claes;1945;1945;0
Jørgen Hansen;m;Hansen;Jørgen;1945;1945;0
Jens Haugen-Johansen;m;Haugen-Johansen;Jens;1945;1945;0
Ulla Hjorth;k;Hjorth;Ulla;1945;1945;0
Steen Høyer;m;Høyer;Steen;1945;1945;0
Hans Jørgen Hvid;m;Hvid;Hans Jørgen;1945;1945;0
Peter L. Iversen;m;Iversen;Peter L.;1945;1945;0
Annette Jersild;k;Jersild;Annette;1945;1945;0
Torben Jørgensen;m;Jørgensen;Torben;1945;1945;0
Leif Kath;m;Kath;Leif;1945;1945;0
Kirsten Klein;k;Klein;Kirsten;1945;1945;0
Anette Kræn;k;Kræn;Anette;1945;1945;0
Birol Kutadgu;m;Kutadgu;Birol;1945;1945;0
Thorbjørn Lausten;m;Lausten;Thorbjørn;1945;1945;0
Puk Lippmann;k;Lippmann;Puk;1945;1945;0
Susanne Mark;k;Mark;Susanne;1945;1945;0
Jan Nielsen;m;Nielsen;Jan;1945;1945;0
Mogens Otto Nielsen;m;Nielsen;Mogens Otto;1945;1945;0
Lis Nogel;k;Nogel;Lis;1945;1945;0
Mogens Nørgaard;m;Nørgaard;Mogens;1945;1945;0
Mogens Nørgård;m;Nørgård;Mogens;1945;1945;0
William Skotte Olsen;m;Olsen;William Skotte;1945;1945;0
Mette Augustinus Poulsen;k;Poulsen;Mette Augustinus;1945;1945;0
Vivian Rose;k;Rose;Vivian;1945;1945;0
Lykke Rosenkrans;k;Rosenkrans;Lykke;1945;1945;0
Naja Salto;k;Salto;Naja;1945;1945;0
Allan Scharff;m;Scharff;Allan;1945;1945;0
Britt Smelvær;k;Smelvær;Britt;1945;1945;0
Palle Søndergaard;m;Søndergaard;Palle;1945;1945;0
Anette Stabell;k;Stabell;Anette;1945;1945;0
Erling Steen;m;Steen;Erling;1945;1945;0
Kenn André Stilling;m;Stilling;Kenn André;-1945;1945;0
Jean Michael Thierry;m;Thierry;Jean Michael;;1945;0
Bjarne v. H. H. Solberg;m;v. H. H. Solberg;Bjarne;1945;1945;0
Inge Lise Westman;k;Westman;Inge Lise;1945;1945;0
Per Baagøe;m;Baagøe;Per;1946;1946;0
Henrik Pryds Beck;m;Beck;Henrik Pryds;1946;1946;0
Merethe Bloch;k;Bloch;Merethe;1946;1946;0
Sten Børsting;m;Børsting;Sten;1946;1946;0
Krass Clement;m;Clement;Krass;1946;1946;0
Ville Clemmensen;k;Clemmensen;Ville;1946;1946;0
Viera Collaro;k;Collaro;Viera;1946;1946;0
Yvonne Runge Erichsen;k;Erichsen;Yvonne Runge;1946;1946;0
Jytte Fabian;k;Fabian;Jytte;1946 - 2011;1946;2011
Lise Frølund;k;Frølund;Lise;1946;1946;0
Anne Birgitte Hansen;k;Hansen;Anne Birgitte;1946;1946;0
Ole Prip Hansen;m;Hansen;Ole Prip;1946;1946;0
Henrik Have;m;Have;Henrik;1946;1946;0
Nanna Herstad;k;Herstad;Nanna;1946;1946;0
Kirsten Holm;k;Holm;Kirsten;1946;1946;0
Alice Kalsø;k;Kalsø;Alice;1946;1946;0
Anders Kirkegaard;m;Kirkegaard;Anders;1946;1946;0
Birthe Kronkvist;k;Kronkvist;Birthe;1946;1946;0
Hans Henrik Lerfeldt;m;Lerfeldt;Hans Henrik;1946 - 1989;1946;1989
Karin Birgitte Lund;k;Lund;Karin Birgitte;1946;1946;0
Tage Lyneborg;m;Lyneborg;Tage;1946;1946;0
Gunnar Møller;m;Møller;Gunnar;1946;1946;0
Carsten Nash;m;Nash;Carsten;1946;1946;0
Gudrun Pagter;k;Pagter;Gudrun;1946;1946;0
Ole Bjørn Petersen;m;Petersen;Ole Bjørn;1946;1946;0
Inge Reusch;k;Reusch;Inge;1946;1946;0
Nils Ryberg;m;Ryberg;Nils;1946;1946;0
Charlotte Schrøder;k;Schrøder;Charlotte;1946;1946;0
Lars Serena;m;Serena;Lars;1946;1946;0
Torben Thim;m;Thim;Torben;1946;1946;0
Jesper Tom-Petersen;m;Tom-Petersen;Jesper;1946;1946;0
Jan Torstenson;m;Torstenson;Jan;1946;1946;0
Lin Utzon;k;Utzon;Lin;1946;1946;0
Uffe Wainø;m;Wainø;Uffe;1946;1946;0
Ivan Weiss;m;Weiss;Ivan;1946;1946;0
Flemming Brantbjerg;m;Brantbjerg;Flemming;1947;1947;0
Ole Broager;m;Broager;Ole;1947;1947;0
Uffe Christoffersen;m;Christoffersen;Uffe;1947;1947;0
Ingvar Cronhammar;m;Cronhammar;Ingvar;1947;1947;0
Mogens Egholm;m;Egholm;Mogens;1947;1947;0
Hanne Funder;k;Funder;Hanne;1947;1947;0
Torill Ruud Galsøe;k;Galsøe;Torill Ruud;1947;1947;0
Jørgen Teik Hansen;m;Hansen;Jørgen Teik;1947;1947;0
Klaus Hillingsøe;m;Hillingsøe;Klaus;1947;1947;0
Aka Høegh;k;Høegh;Aka;1947;1947;0
Søren Holst;m;Holst;Søren;1947;1947;0
Bente Astrup Moe;k;Moe;Bente Astrup;1947;1947;0
Kehnet Nielsen;m;Nielsen;Kehnet;1947;1947;0
Ole Broager Nielsen;m;Nielsen;Ole Broager;1947;1947;0
Bjørn Nørgaard;m;Nørgaard;Bjørn;1947;1947;0
Karen Ozmec;k;Ozmec;Karen;1947;1947;0
Søren Rosberg;m;Rosberg;Søren;1947;1947;0
Torben Skov;m;Skov;Torben;1947;1947;0
Grethe Sørensen;k;Sørensen;Grethe;1947;1947;0
Hanne Stochholm;k;Stochholm;Hanne;1947;1947;0
John Terragni;m;Terragni;John;1947;1947;0
Jørgen Bindesbøll;m;Bindesbøll;Jørgen;1948;1948;0
Claus Bojesen;m;Bojesen;Claus;1948;1948;0
Jørn O. H. Bork;m;Bork;Jørn O. H.;1948;1948;0
Jes Fomsgaard;m;Fomsgaard;Jes;1948;1948;0
Viggo Haaning;m;Haaning;Viggo;1948;1948;0
Nina Hart;k;Hart;Nina;1948;1948;0
Lisbeth Hedeager;k;Hedeager;Lisbeth;1948;1948;0
Niels Holme;m;Holme;Niels;1948;1948;0
Alfred Homan;m;Homan;Alfred;1948;1948;0
Alfred Homann;m;Homann;Alfred;1948;1948;0
Jun-Ichi Inoue;m;Inoue;Jun-Ichi;1948;1948;0
Gitte Kath;k;Kath;Gitte;1948;1948;0
Hanne Bay Lührssen;k;Lührssen;Hanne Bay;1948;1948;0
Ellen Madsen;k;Madsen;Ellen;1948;1948;0
Finn Nielsen;m;Nielsen;Finn;1948;1948;0
Øivind Nygård;m;Nygård;Øivind;1948;1948;0
Håkan Nyström;m;Nyström;Håkan;1948;1948;0
Kirsten Ortwed;k;Ortwed;Kirsten;1948;1948;0
Peder Rasmussen;m;Rasmussen;Peder;1948;1948;0
Lone Arendahl;k;Arendahl;Lone;-1949;1949;0
Lone Arendal;k;Arendal;Lone;1949;1949;0
Birgit Birkkjær;k;Birkkjær;Birgit;1949;1949;0
Lars H. Bloch;m;Bloch;Lars H.;1949;1949;0
Lea Boruszek;k;Boruszek;Lea;1949;1949;0
Mette Møller Bovin;k;Bovin;Mette Møller;1949;1949;0
Malgorzata Maria M. Buras;k;Buras;Malgorzata Maria M.;1949 - 2004;1949;2004
Hans Amos Christensen;m;Christensen;Hans Amos;1949;1949;0
Peter Dohm;m;Dohm;Peter;1949;1949;0
Susse Fischer;k;Fischer;Susse;1949;1949;0
Torben Hardenberg;m;Hardenberg;Torben;1949;1949;0
Marianne Hesselbjerg;k;Hesselbjerg;Marianne;1949;1949;0
Jan Jensen;m;Jensen;Jan;1949;1949;0
Niels Erik Jensen;m;Jensen;Niels Erik;1949;1949;0
Per Bak Jensen;m;Jensen;Per Bak;1949;1949;0
Finn Richardt Jørgensen;m;Jørgensen;Finn Richardt;1949;1949;0
Else Borup Kallesøe;k;Kallesøe;Else Borup;1949;1949;0
Frans Kannik;m;Kannik;Frans;1949;1949;0
Jytte Kløve;k;Kløve;Jytte;1949;1949;0
Hannah West Knudsen;k;Knudsen;Hannah West;1949;1949;0
Per-René Larsen;m;Larsen;Per-René;1949;1949;0
Peter Mandrup;m;Mandrup;Peter;1949;1949;0
Malene Müllertz;k;Müllertz;Malene;1949;1949;0
Kis Nellemann;k;Nellemann;Kis;1949;1949;0
Dick Nyhuus;m;Nyhuus;Dick;-1949;1949;0
Anette Ørom;k;Ørom;Anette;1949;1949;0
Hans Christian Rasmussen;m;Rasmussen;Hans Christian;1949;1949;0
Niels Reumert;m;Reumert;Niels;1949;1949;0
Helene Sandegård;k;Sandegård;Helene;1949;1949;0
Margrete Sørensen;k;Sørensen;Margrete;1949;1949;0
Bjarke Regn Svendsen;m;Svendsen;Bjarke Regn;1949;1949;0
René Tancula;m;Tancula;René;1949;1949;0
Jette Arendal Winther;k;Winther;Jette Arendal;1949;1949;0
Niklas Anderberg;m;Anderberg;Niklas;1950;1950;0
Hanne Behrens;k;Behrens;Hanne;1950;1950;0
Anette Bendixen;k;Bendixen;Anette;1950;1950;0
Jakob Brahe-Pedersen;m;Brahe-Pedersen;Jakob;1950;1950;0
Ellen Brøker;k;Brøker;Ellen;1950;1950;0
Gay Christensen;m;Christensen;Gay;1950;1950;0
Torben Christensen;m;Christensen;Torben;1950;1950;0
Ulla Diedrichsen;k;Diedrichsen;Ulla;1950;1950;0
Lisbeth Græm;k;Græm;Lisbeth;1950;1950;0
Lone Høyer Hansen;k;Hansen;Lone Høyer;1950;1950;0
Karen Ihle;k;Ihle;Karen;1950;1950;0
Vibeke Jerichau;k;Jerichau;Vibeke;1950;1950;0
Helle Kaaris;k;Kaaris;Helle;1950;1950;0
Anna Merz-Johannesen;k;Merz-Johannesen;Anna;1950;1950;0
Hanne Sejrbo Nielsen;k;Nielsen;Hanne Sejrbo;1950;1950;0
Lene Rasmussen;k;Rasmussen;Lene;1950;1950;0
Olaf Sørensen;m;Sørensen;Olaf;1950;1950;0
Mette Stengaard;k;Stengaard;Mette;1950;1950;0
Kurt Tegtmeier;m;Tegtmeier;Kurt;1950;1950;0
Hans Vangsø;m;Vangsø;Hans;1950;1950;0
Troels Wörsel;m;Wörsel;Troels;1950;1950;0
Claus Bjerring;m;Bjerring;Claus;1951;1951;0
Flemming W. Born;m;Born;Flemming W.;1951;1951;0
Anders Brasch;m;Brasch;Anders;1951 - 1981;1951;1981
Jesper Corneliussen;m;Corneliussen;Jesper;1951;1951;0
Inge Merete Dahl;k;Dahl;Inge Merete;1951;1951;0
Sandra Davolio;k;Davolio;Sandra;1951;1951;0
Søren Elgaard;m;Elgaard;Søren;1951;1951;0
Jens Eliasen;m;Eliasen;Jens;1951;1951;0
Jørgen Flemming Gustawa;m;Gustawa;Jørgen Flemming;1951 - 2002;1951;2002
Jenny Hansen;k;Hansen;Jenny;1951;1951;0
Ane Henriksen;k;Henriksen;Ane;1951;1951;0
Lisbeth Høst-Jensen;k;Høst-Jensen;Lisbeth;1951;1951;0
Anne-Birthe Hove;k;Hove;Anne-Birthe;1951;1951;0
Jytte Høy;k;Høy;Jytte;1951;1951;0
Asger Kristensen;m;Kristensen;Asger;1951;1951;0
Poul Lee;m;Lee;Poul;1951;1951;0
Peter Bjørn Olsen;m;Olsen;Peter Bjørn;1951;1951;0
Kurt Rasmussen;m;Rasmussen;Kurt;1951;1951;0
Nina Ratje (Nina Rathje);k;Ratje (Nina Rathje);Nina;1951;1951;0
Vibeke Riisberg;k;Riisberg;Vibeke;1951;1951;0
Jes Schrøder;m;Schrøder;Jes;1951 - 2005;1951;2005
Jan Sivertsen;m;Sivertsen;Jan;1951;1951;0
Jens Balder Sørensen;m;Sørensen;Jens Balder;1951;1951;0
Poul Skov Sørensen;m;Sørensen;Poul Skov;1951;1951;0
Steffen Tast;m;Tast;Steffen;1951;1951;0
Hanne Lise Thomsen;k;Thomsen;Hanne Lise;1951;1951;0
Anne Vilsbøll;k;Vilsbøll;Anne;1951;1951;0
Jeppe Aagaard Andersen;m;Andersen;Jeppe Aagaard;1952;1952;0
Søren Ankarfeldt;m;Ankarfeldt;Søren;1952;1952;0
Klaus Bahnsen;m;Bahnsen;Klaus;1952;1952;0
Jens Bohr;m;Bohr;Jens;1952;1952;0
Jørn Bromann;m;Bromann;Jørn;1952;1952;0
Susanne Christophersen;k;Christophersen;Susanne;1952;1952;0
Bjørli Lundin;m;Lundin;Bjørli;1952;1952;0
Jeppe Eisner;m;Eisner;Jeppe;1952;1952;0
Elmer;m;;Elmer;1952;1952;0
Judith Fischer-Hansen;k;Fischer-Hansen;Judith;1952;1952;0
Anne Fløche;k;Fløche;Anne;1952;1952;0
John Frederiksen;m;Frederiksen;John;1952;1952;0
Finn Have;m;Have;Finn;1952;1952;0
Jane Havshøj;k;Havshøj;Jane;1952;1952;0
Kim Holm;m;Holm;Kim;1952;1952;0
Poul Ingemann;m;Ingemann;Poul;1952;1952;0
Bentemarie Kjeldbæk;k;Kjeldbæk;Bentemarie;1952;1952;0
Hans Oldau Krull;m;Krull;Hans Oldau;1952;1952;0
Eva Dora Lamm;k;Lamm;Eva Dora;1952;1952;0
Bent Elmelund Larsen;m;Larsen;Bent Elmelund;1952;1952;0
Hans Lauritsen;m;Lauritsen;Hans;1952;1952;0
Andrzej Lemiszewski;m;Lemiszewski;Andrzej;1952;1952;0
Pernelle Maegaard;k;Maegaard;Pernelle;1952;1952;0
Janne Mandrup;k;Mandrup;Janne;-1952;1952;0
Al Masson;m;Masson;Al;-1952;1952;0
Karin Mathiasen;k;Mathiasen;Karin;1952;1952;0
Natalie Mégard;k;Mégard;Natalie;1952;1952;0
Karen Højsgård Nielsen;k;Nielsen;Karen Højsgård;1952;1952;0
Lisbeth Nielsen;k;Nielsen;Lisbeth;1952;1952;0
Elsebeth Norrie;k;Norrie;Elsebeth;1952;1952;0
Eva Öhrling;k;Öhrling;Eva;1952;1952;0
Miguel Vega Olivares;m;Olivares;Miguel;1952;1952;0
Mette Marie Ørsted;k;Ørsted;Mette Marie;1952;1952;0
Lise Seier Petersen;k;Petersen;Lise Seier;1952;1952;0
Carsten Schmidt-Olsen;m;Schmidt-Olsen;Carsten;1952;1952;0
Vicky Vera Steptoe;k;Steptoe;Vicky Vera;-1952;1952;0
Pia Tafdrup;k;Tafdrup;Pia;1952;1952;0
Mikael Thejll;m;Thejll;Mikael;1952;1952;0
Anne Tholstrup;k;Tholstrup;Anne;1952;1952;0
Klaus Titze;m;Titze;Klaus;1952;1952;0
Ane-Katrine von Bülow;k;von Bülow;Ane-Katrine;1952;1952;0
Agneta Werner;k;Werner;Agneta;1952;1952;0
Lis Ehrenreich;k;Ehrenreich;Lis;1953;1953;0
Inge Ellegaard;k;Ellegaard;Inge;1953;1953;0
Ida Frederikke Ferdinand;k;Ferdinand;Ida Frederikke;1953;1953;0
Jette Friis;m;Friis;Jette;1953;1953;0
Ulla Hansen;k;Hansen;Ulla;1953;1953;0
Tyge Axel Holm;m;Holm;Tyge Axel;1953;1953;0
Fie Johansen;k;Johansen;Fie;1953;1953;0
Ingunn Jørstad;k;Jørstad;Ingunn;1953;1953;0
Janne Klerk;k;Klerk;Janne;-1953;1953;0
Eva Koch;k;Koch;Eva;1953;1953;0
Merete Larsen;k;Larsen;Merete;1953;1953;0
Lena Ljungar;k;Ljungar;Lena;1953;1953;0
Peter Martensen;m;Martensen;Peter;1953;1953;0
Paul Scott;m;;Paul;1953;1953;0
Steen Møller Rasmussen;m;Rasmussen;Steen Møller;1953;1953;0
Finn Reinbothe;m;Reinbothe;Finn;1953;1953;0
Henrik Saxgren;m;Saxgren;Henrik;1953;1953;0
Wayne Siegel;m;Siegel;Wayne;1953;1953;0
Inge Trautner;k;Trautner;Inge;1953;1953;0
Sonny Tronborg;m;Tronborg;Sonny;1953;1953;0
Per Weiss;m;Weiss;Per;-1953;1953;0
Anette Abrahamsson;k;Abrahamsson;Anette;-1954;1954;0
Doris Bloom;k;Bloom;Doris;1954;1954;0
Erik Bille Christiansen;m;Christiansen;Erik Bille;1954;1954;0
Trine Ellitsgaard;k;Ellitsgaard;Trine;1954;1954;0
Mary-Ann Hansen;k;Hansen;Mary-Ann;1954;1954;0
Hans Heger;m;Heger;Hans;1954;1954;0
Ellis Hinz-Berg;k;Hinz-Berg;Ellis;1954;1954;0
Peter Holck;m;Holck;Peter;1954;1954;0
Martin Bodilsen Kaldahl;m;Kaldahl;Martin Bodilsen;1954;1954;0
Thomas Kiær;m;Kiær;Thomas;1954;1954;0
Pontus Kjerrman;m;Kjerrman;Pontus;-1954;1954;0
Iben Kofod;k;Kofod;Iben;1954;1954;0
Kirsten Langkilde;k;Langkilde;Kirsten;1954;1954;0
Jørgen Carlo Larsen;m;Larsen;Jørgen Carlo;1954;1954;0
Lisbeth Nielsen Lyrstrand;k;Lyrstrand;Lisbeth Nielsen;1954;1954;0
Tchai Munch;k;Munch;Tchai;1954;1954;0
Max Parylewicz;m;Parylewicz;Max;1954;1954;0
Finn Naur Petersen;m;Petersen;Finn Naur;1954;1954;0
Morten Skriver;m;Skriver;Morten;1954;1954;0
Gorm Spaabæk;m;Spaabæk;Gorm;1954;1954;0
Ole Tophøj;m;Tophøj;Ole;1954;1954;0
Helle Baslund;k;Baslund;Helle;1955;1955;0
Sten Bülow Bredsted;m;Bredsted;Sten;1955;1955;0
Hanne Foss Brink;k;Brink;Hanne Foss;1955 - 2002;1955;2002
Ruth Campau;k;Campau;Ruth;1955;1955;0
Peter Carlsen;m;Carlsen;Peter;1955;1955;0
Jesper Christiansen;m;Christiansen;Jesper;1955;1955;0
Dorte Dahlin;k;Dahlin;Dorte;1955;1955;0
Svend Danielsen;m;Danielsen;Svend;1955;1955;0
Berit Førland;k;Førland;Berit;1955;1955;0
Helle Frøsig;k;Frøsig;Helle;1955;1955;0
Helle Frysig;k;Frysig;Helle;1955;1955;0
Per Henriksen;m;Henriksen;Per;1955;1955;0
Lars Holbroe;m;Holbroe;Lars;1955;1955;0
Marianne Jessen;k;Jessen;Marianne;1955;1955;0
Bess Kristoffersen;k;Kristoffersen;Bess;;1955;0
Michael Kvium;m;Kvium;Michael;1955;1955;0
Tove Krebs Lange;K;Lange;Tove;Danish, born 1955;1955;0
Toni Larsen;k;Larsen;Toni;1955;1955;0
Better Lübbert;k;Lübbert;Better;1955;1955;0
Gina Hedegaard Nielsen;k;Nielsen;Gina Hedegaard;1955;1955;0
Finn Nygaard;m;Nygaard;Finn;1955;1955;0
Knud Odde;m;Odde;Knud;1955;1955;0
Martin Richard Olsen;m;Olsen;Martin Richard;1955;1955;0
Andy Pape;m;Pape;Andy;1955;1955;0
Buuti (Bodil) Pedersen;k;Pedersen;Buuti (Bodil);1955;1955;0
Cai Ulrich von Platen;m;Platen;Cai Ulrich;1955;1955;0
Lillian Polack;k;Polack;Lillian;1955;1955;0
Ane Mette Ruge;k;Ruge;Ane Mette;1955;1955;0
Steven Scott;m;Scott;Steven;1955;1955;0
Bodil Sohn;k;Sohn;Bodil;1955;1955;0
Jens Bertelsen;m;Bertelsen;Jens;1956;1956;0
Jette Debois;k;Debois;Jette;1956;1956;0
Claus Egemose;m;Egemose;Claus;1956;1956;0
Mette Gitz-Johansen;k;Gitz-Johansen;Mette;1956;1956;0
Berit Jansson;k;Jansson;Berit;1956;1956;0
Berit Heggenhougen Jensen;k;Jensen;Berit Heggenhougen;1956;1956;0
Maja Lisa Engelhardt Jensen;k;Jensen;Maja Lisa Engelhardt;-1956;1956;0
Poul Jupont;m;Jupont;Poul;1956;1956;0
Lars Nørgård;m;Nørgård;Lars;1956;1956;0
Annette Olesen;k;Olesen;Annette;1956;1956;0
Karen Serena;k;Serena;Karen;1956;1956;0
Christian Skeel;m;Skeel;Christian;1956;1956;0
Bendt Ulrich Sørensen;m;Sørensen;Bendt Ulrich;1956;1956;0
Morten Stræde;m;Stræde;Morten;1956;1956;0
Søren Ulrik Thomsen;m;Thomsen;Søren;1956;1956;0
Elisabeth Toubro;k;Toubro;Elisabeth;1956;1956;0
Helle Vinter;k;Vinter;Helle;1956;1956;0
Nils Vollertsen;m;Vollertsen;Nils;1956;1956;0
Grethe Weber;k;Weber;Grethe;1956;1956;0
Stig Lennart Andersson;m;Andersson;Stig Lennart;1957;1957;0
Kerstin Bergendahl;k;Bergendahl;Kerstin;1957;1957;0
Kerstin Bergendal;k;Bergendal;Kerstin;1957;1957;0
Kim Buck;m;Buck;Kim;1957;1957;0
Claus Carstensen;m;Carstensen;Claus;1957;1957;0
Jesper Fabricius;m;Fabricius;Jesper;1957;1957;0
Erik A. Frandsen;m;Frandsen;Erik A.;1957;1957;0
Lisbet Friis;k;Friis;Lisbet;1957;1957;0
Søren Hagen;m;Hagen;Søren;1957;1957;0
Hans Ditlev Jensen;m;Jensen;Hans Ditlev;1957;1957;0
Søren Jensen;m;Jensen;Søren;1957;1957;0
Krestine Kjærholm;k;Kjærholm;Krestine;1957;1957;0
Ursula Krabbe;k;Krabbe;Ursula;1957;1957;0
Annemette Larsen;k;Larsen;Annemette;1957;1957;0
Ann Linnemann;k;Linnemann;Ann;1957;1957;0
Tumi Magnusson;m;Magnusson;Tumi;1957;1957;0
Lise Malinovsky;k;Malinovsky;Lise;1957;1957;0
Anna-Grethe Markusen;k;Markusen;Anna-Grethe;1957;1957;0
Mikala Naur;k;Naur;Mikala;1957;1957;0
Bodil Nielsen;k;Nielsen;Bodil;1957;1957;0
Kirsten Nissen;k;Nissen;Kirsten;1957;1957;0
Tony Oursler;m;Oursler;Tony;1957;1957;0
Esther Elisabeth Pedersen;k;Pedersen;Esther Elisabeth;1957;1957;0
Tóroddur Poulsen;m;Poulsen;Tóroddur;1957;1957;0
Björn Ross;m;Ross;Björn;1957;1957;0
Nina Sten-Knudsen;k;Sten-Knudsen;Nina;1957;1957;0
Peter Svarrer;m;Svarrer;Peter;1957;1957;0
Barbro Maria Åberg;k;Åberg;Barbro Maria;-1958;1958;0
Henrik Bjørn Andersen;m;Andersen;Henrik Bjørn;1958;1958;0
