"id","art_type","classification","display_name","title","year","begin_year","medium","dimensions","current_location","gender","last_name","first_name","display_bio","birth_year","death_year"
"SKF-2005-074","Art","Skulptur","Esben Klemann","Keramik skulptur","2004",2004,"keramik","40 x 52 x 72 cm","SKF-2005-074: Bornholms Kunstmuseum (Helligdommen, Rø), Gudhjem: Hovedstaden, Bornholm","m","Klemann","Esben","1972",1972,0
"SKF-2005-075","Art","Skulptur","Esben Klemann","uden titel","2005",2005,"beton","30 x 100 x 100 cm","SKF-2005-075: Struer Gymnasium og HF-Kursus (Jyllandsgade 2), Struer: Midtjylland, Struer","m","Klemann","Esben","1972",1972,0
"SKF-2012-022","Art","Keramik","Esben Klemann","Uden titel","2010",2010,"Stentøj lys grøn","63 x 47 x 30 cm","SKF-2012-022: Odder Højskole Odder: Midtjylland, Odder","m","Klemann","Esben","1972",1972,0
"SKF-2012-023","Art","Keramik","Esben Klemann","Uden titel","2010",2010,"Stentøj metallic","27 x 43 x 7 cm","","m","Klemann","Esben","1972",1972,0
"SKF-2005-008","Art","Maleri","Eske Kath","Descending Still","2005",2005,"akryl og collage på lærred","320 x 250 cm","SKF-2005-008: Elverdamsskolen, Tølløse (Sportsvej 3): Hovedstaden, Holbæk","m","Kath","Eske","1975",1975,0
"SKF-2009-110","Art","Maleri","Eske Kath","Namazu-Eclipse","2009",2009,"akryl på lærred","300 x 230 cm","SKF-2009-110: Sygeplejerskeuddannelsen i Horsens (Chr. M. Østergaardsvej 4): Midtjylland, Horsens","m","Kath","Eske","1975",1975,0
"SKF-2001-120","Art","Maleri","Eske Knudstrup","Solopgang","2000",2000,"blyant og pastel på papir","70 x 100 cm","SKF-2001-120: Hvinningdalskolen (Eidersvej 50), Silkeborg: Midtjylland, Silkeborg","m","Knudstrup","Eske","1972",1972,0
"SKF-2001-121","Art","Maleri","Eske Knudstrup","Solopgang","2000",2000,"blyant og pastel på papir","70 x 100 cm","SKF-2001-121: Hvinningdalskolen (Eidersvej 50), Silkeborg: Midtjylland, Silkeborg","m","Knudstrup","Eske","1972",1972,0
"SKF-2015-069","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-069: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-70","Art","Grafik","Ester Fleckner","How to spell a sound that is physical","2014",2014,"","","SKF-2015-70: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-070","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-070: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-071","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-071: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-072","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-072: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-073","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-073: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-074","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-074: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-075","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-075: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-076","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-076: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-077","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-077: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-078","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-078: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-079","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-079: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-080","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-080: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-081","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-081: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-082","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-082: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-083","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-083: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-084","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-084: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-085","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-085: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-086","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-086: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-087","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-087: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-088","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-088: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-089","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-089: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-090","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-090: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-091","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-091: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-092","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-092: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-093","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-093: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-094","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-094: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-095","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-095: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-2015-096","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-2015-096: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKF-SKF-2015-069_overobjekt","Art","Tegning","Ester Fleckner","How to spell a sound that is physical","2014",2014,"Træsnit på papir, blyant","","SKF-SKF-2015-069_overobjekt: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Fleckner","Ester","-1983",1983,0
"SKFK-1999-024","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","3 x 16 x 12 cm","SKFK-1999-024: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1999-025","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","4 x 13 x 8,5 cm","SKFK-1999-025: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1999-026","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","3 x 5,5 x 8 cm","SKFK-1999-026: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1999-027","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","4 x 16 x 11 cm","SKFK-1999-027: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1999-028","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","4 x 13 x 8,5 cm","SKFK-1999-028: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1999-029","Crafts","Keramik","Esther Elisabeth Pedersen","Skål","1999",1999,"porcelæn","3,5 x 8 x 5,5 cm","SKFK-1999-029: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-2003-019","Crafts","Keramik","Esther Elisabeth Pedersen","Elipse, fad","2003",2003,"støbt porcelæn","1,5 x 22 x 66 cm","SKFK-2003-019: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","k","Pedersen","Esther Elisabeth","1957",1957,0
"SKFK-1991-044","Smykker","Smykker-Halssmykke","Eva Dora Lamm","Halsring","1990",1990,"rustfrit stål, sterling, bladguld","2,5 x 18 x 19 cm","SKFK-1991-044: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-1993-035","Smykker","Smykker-Armbånd","Eva Dora Lamm","Armring","1993",1993,"Rustfrit stål, sølv, syntetisk padparadha, syntetisk damburit","Indre diameter: 6,4 cm. Ydre diameter: 9,4 cm. Ydre omkreds: 37,3 cm. Indre omkreds: 20 cm.\nVægt: 96 gram.","SKFK-1993-035: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-1994-037","Smykker","Smykker-Broche","Eva Dora Lamm","Broche","1994",1994,"Sølv, bladguld, rustfrit stål, glas","Højde: 1,3 cm. Bredde: 3,5 cm. Længde: 9 cm. Vægt: 38 gram.","SKFK-1994-037: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-1994-038","Smykker","Smykker-Broche","Eva Dora Lamm","Broche","1994",1994,"Sølv, rustfrit stål, glas","Højde: 1,6 cm. Bredde: 4 cm. Længde: 9,3 cm. Vægt: 40 gram.","SKFK-1994-038: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-043","Smykker","Smykker-Halssmykke","Eva Dora Lamm","Halskæde","1995",1995,"Sølv og delvis matteret glas","Højde: 1,5 cm. Bredde: 19 cm. Længde: 19 cm. Indre omkreds: 55 cm. Vægt: 74 gram.\n","SKFK-2006-043: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-044","Smykker","Smykker-Broche","Eva Dora Lamm","Broche","2004",2004,"Guld og smaragd","Højde: 0,6 cm. Bredde: 6,7 cm. Længde: 6,7 cm. Vægt: 28 gram.\n","SKFK-2006-044: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-045","Smykker","Smykker-Armbånd","Eva Dora Lamm","Armring","2002",2002,"Sølv og blå metallak","Indre diameter: 6,3 cm. Ydre diameter: 8,2 cm. Højde: 1,8 cm. Ydre omkreds: 26 cm. \nIndre omkreds: 22,5 cm. Vægt: 108 gram.\nArmbåndet er del af en serie bestående af et armbånd samt to ringe, som kan lånes samlet.\n","SKFK-2006-045: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-046","Smykker","Smykker-Fingerring","Eva Dora Lamm","Ring","2002",2002,"Sølv og blå metallak","Indre diameter: 1,65 cm. Ydre diameter: 2,2 cm. Højde: 0,7 cm. Indre omkreds: 5,2 cm. Vægt: 6 gram. \nRingstørrelse: 6\nRingen er den mindste ring i en serie bestående af et armbånd samt to ringe, som kan lånes samlet.","SKFK-2006-046: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-047","Smykker","Smykker-Fingerring","Eva Dora Lamm","Ring","2002",2002,"Sølv og blå metallak","Indre diameter: 1,8 cm. Ydre diameter: 2,5 cm. Højde: 0,7 cm. Indre omkreds: 5,7 cm. Vægt: 8 gram. \nRingstørrelse: 8\nRingen er den største ring i en serie bestående af et armbånd samt to ringe, som kan lånes samlet.\n","SKFK-2006-047: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKFK-2006-056","Smykker","Smykker-Halssmykke","Eva Dora Lamm","Björk halssmykke","2003",2003,"Sterlingsølv, rødt glas\n","Længde: 84 cm. Vægt: 108 gram.\nBevægelig konstruktion. Længdemålet er cirka.\n","SKFK-2006-056: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Lamm","Eva Dora","1952",1952,0
"SKF-2013-001a","Art","Maleri","Eva Louise Buus","Træer ved sø","2012",2012,"Akryl på MDF","183 × 122 × 3 cm","","k","Buus","Eva Louise","1979",1979,0
"SKF-2013-001b","Art","Maleri","Eva Louise Buus","Stille skov","2012",2012,"Akryl på MDF","183 × 122 × 3 cm","","k","Buus","Eva Louise","1979",1979,0
"SKF-1999-115","Art","Andet","Eva Steen Christensen","Uden titel","1999",1999,"bemalet papir","50 x 37 cm","SKF-1999-115: Aulum-Haderup Kommune (Østergade 5), Aulum: Midtjylland, Aulum-Haderup","k","Christensen","Eva Steen","1969",1969,0
"SKF-2005-041","Art","Andet","Eva Steen Christensen","Uden titel (hus)","2005",2005,"papir og tråd","30 x 40 cm","SKF-2005-041: Herning Gymnasium (HP Hansens Vej 8), Herning: Midtjylland, Herning","k","Christensen","Eva Steen","1969",1969,0
"SKF-2005-042","Art","Andet","Eva Steen Christensen","Uden titel (hus / tragte)","2005",2005,"papir og tråd","50 x 65 cm","SKF-2005-042: Herning Gymnasium (HP Hansens Vej 8), Herning: Midtjylland, Herning","k","Christensen","Eva Steen","1969",1969,0
"SKF-2005-043","Art","Andet","Eva Steen Christensen","Uden titel (bassin)","2005",2005,"papir og tråd","20,5 x 29,5 cm","SKF-2005-043: Herning Gymnasium (HP Hansens Vej 8), Herning: Midtjylland, Herning","k","Christensen","Eva Steen","1969",1969,0
"SKF-2005-044","Art","Andet","Eva Steen Christensen","Uden titel (collage)","2001",2001,"papir og finer","30 x 42 cm","SKF-2005-044: Herning Gymnasium (HP Hansens Vej 8), Herning: Midtjylland, Herning","k","Christensen","Eva Steen","1969",1969,0
"SKF-1968-047","Art","Skulptur","Eva Sørensen","Stentøjsskulptur","1967",1967,"stentøj, 2 dele","110 x 70 x 57 cm","SKF-1968-047: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-317","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-317: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-318","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,4 cm","SKF-1969-318: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-319","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,4 cm","SKF-1969-319: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-320","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-320: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-321","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-321: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-322","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-322: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-323","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-323: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1969-324","Art","Tegning","Eva Sørensen","Uden titel, stregtegning","1969",1969,"tusch","24 x 32,5 cm","SKF-1969-324: Ringkøbing handelsskole Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Sørensen","Eva","1940",1940,0
"SKF-1973-015","Art","Skulptur","Eva Sørensen","Bardieletto","1972",1972,"mamor","35 cm","SKF-1973-015: Mølkjærskolen (Fjordvej 162), Munkebo: Syddanmark, Kerteminde","k","Sørensen","Eva","1940",1940,0
"SKF-1976-122","Art","Skulptur","Eva Sørensen","Uden titel","1964",1964,"stentøj","56 cm","SKF-1976-122: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-123","Art","Skulptur","Eva Sørensen","Uden titel","1967",1967,"stentøj","77 cm","SKF-1976-123: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-124","Art","Tegning","Eva Sørensen","Uden titel","1964",1964,"blyant","30 x 44 cm","SKF-1976-124: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-125","Art","Tegning","Eva Sørensen","Uden titel","1964",1964,"blyant","30 x 42 cm","SKF-1976-125: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-126","Art","Tegning","Eva Sørensen","Uden titel","1964",1964,"blyant","30 x 42 cm","SKF-1976-126: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-127","Art","Tegning","Eva Sørensen","Uden titel","1964",1964,"blyant","30 x 42 cm","SKF-1976-127: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-128","Art","Tegning","Eva Sørensen","Uden titel","1966",1966,"tusch og blyant","30 x 42 cm","SKF-1976-128: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-129","Art","Tegning","Eva Sørensen","Uden titel","1966",1966,"tusch og blyant","30 x 42 cm","SKF-1976-129: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-130","Art","Tegning","Eva Sørensen","Uden titel","1966",1966,"tusch og blyant","30 x 42 cm","SKF-1976-130: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1976-131","Art","Tegning","Eva Sørensen","Uden titel","1966",1966,"tusch og blyant","30 x 42 cm","SKF-1976-131: Vester Vamdrup Skole, Vamdrup: Syddanmark, Kolding","k","Sørensen","Eva","1940",1940,0
"SKF-1985-052a","Art","Grafik","Eva Sørensen","Venezia 82 Bienalserien","1984",1984,"silketryk","69 x 96 cm","SKF-1985-052a: Den Jyske Pensionisthøjskole (Degneparken 22, Nr. Nissum), Lemvi: Midtjylland, Lemvig","k","Sørensen","Eva","1940",1940,0
"SKF-1985-052b","Art","Grafik","Eva Sørensen","Venezia 82 Bienalserien","1984",1984,"silketryk","69 x 96 cm","SKF-1985-052b: Den Jyske Pensionisthøjskole (Degneparken 22, Nr. Nissum), Lemvi: Midtjylland, Lemvig","k","Sørensen","Eva","1940",1940,0
"SKF-1985-052c","Art","Grafik","Eva Sørensen","Venezia 82 Bienalserien","1984",1984,"silketryk","69 x 96 cm","SKF-1985-052c: Den Jyske Pensionisthøjskole (Degneparken 22, Nr. Nissum), Lemvi: Midtjylland, Lemvig","k","Sørensen","Eva","1940",1940,0
"SKF-1986-033","Art","Grafik","Eva Sørensen","Fra Venezia 82 Bienalserie 1984, silketryk","1986",0,"","69 x 96 cm","SKF-1986-033: Den Jyske Pensionisthøjskole (Degneparken 22, Nr. Nissum), Lemvi: Midtjylland, Lemvig","k","Sørensen","Eva","1940",1940,0
"SKF-1989-066","Art","Skulptur","Eva Sørensen","Uden titel","1985",1985,"vægrelief, grøn montorfanogranit","152 x 190 cm","","k","Sørensen","Eva","1940",1940,0
"SKFK-1996-011","Crafts","Keramik","Eva Thomsen","Hvid trillingeskål","1996",1996,"stentøj","13,5 x 28,5 x 38,5 cm","SKFK-1996-011: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Thomsen","Eva","1965",1965,0
"SKFK-1996-012","Crafts","Keramik","Eva Thomsen","Sort bådskål","1996",1996,"stentøj","14 x 38,5 x 25 cm","SKFK-1996-012: Kunstmuseet Trapholt (Æblehaven 23), Kolding: Syddanmark, Kolding","k","Thomsen","Eva","1965",1965,0
"SKF-1987-056","Art","Grafik","Eva Öhrling","Uden titel, 1987, gouache 1","1987",0,"","70 x 100 cm","SKF-1987-056: Statsforvaltningen Sjælland (Dronningensgade 30), Nykøbing F: Sjælland, Guldborgsund","k","Öhrling","Eva","1952",1952,0
"SKF-1987-057","Art","Grafik","Eva Öhrling","Uden titel, 1987, gouache 2","1987",0,"","70 x 100 cm","SKF-1987-057: Statsforvaltningen Sjælland (Dronningensgade 30), Nykøbing F: Sjælland, Guldborgsund","k","Öhrling","Eva","1952",1952,0
"SKF-1987-079","Art","Maleri","Eva Öhrling","Fisk","1987",1987,"akryl på lærred","190 x 215 cm","SKF-1987-079: Vestjyllands Højskole (Skraldhedevej 8), Ringkøbing: Midtjylland, Ringkøbing-Skjern","k","Öhrling","Eva","1952",1952,0
"SKF-1997-025","Art","Maleri","Eva Öhrling","Uden titel","1997",1997,"akryl på lærred","280 x 215 cm","SKF-1997-025: Skovbakkeskolen (Tværgade 12), Odder: Midtjylland, Odder","k","Öhrling","Eva","1952",1952,0
"SKF-1997-026","Art","Maleri","Eva Öhrling","Uden titel","1997",1997,"akryl på lærred","144 x 144 cm","SKF-1997-026: Skovbakkeskolen (Tværgade 12), Odder: Midtjylland, Odder","k","Öhrling","Eva","1952",1952,0
"SKF-1998-071","Art","Maleri","Eva Öhrling","Uden titel","1998",1998,"akryl på lærred","215 x 280 cm","SKF-1998-071: Københavns Teknikum, Ingeniørhøjskolen (Lautrupvang 15), Balleru: Hovedstaden, Ballerup Kommune","k","Öhrling","Eva","1952",1952,0
"SKF-2003-049","Art","Maleri","Eva Öhrling","Uden titel","2002",2002,"acryl på lærred","144 x 144 cm","SKF-2003-049: Valhøj Skole (Rødager Alle 102), Rødovre: Hovedstaden, Rødovre","k","Öhrling","Eva","1952",1952,0
"SKF-2003-050","Art","Maleri","Eva Öhrling","Uden titel","2002",2002,"acryl på lærred","80 x 80 cm","SKF-2003-050: Valhøj Skole (Rødager Alle 102), Rødovre: Hovedstaden, Rødovre","k","Öhrling","Eva","1952",1952,0
"SKF-2005-033","Art","Maleri","Eva Öhrling","Storesøster / Lillesøster I","2005",2005,"akryl på lærred","80 x 190 cm","SKF-2005-033: Pædagogisk Psykologisk Rådgivning, Randers (Gl. Stationsvej 9): Midtjylland, Randers","k","Öhrling","Eva","1952",1952,0
"SKF-2005-034","Art","Maleri","Eva Öhrling","Storesøster / Lillesøster II","2005",2005,"akryl på lærred","80 x 190 cm","SKF-2005-034: Pædagogisk Psykologisk Rådgivning, Randers (Gl. Stationsvej 9): Midtjylland, Randers","k","Öhrling","Eva","1952",1952,0
"SKF-2005-035","Art","Maleri","Eva Öhrling","Storesøster / Lillesøster VI","2005",2005,"akryl på lærred","160 x 190 cm","SKF-2005-035: Pædagogisk Psykologisk Rådgivning, Randers (Gl. Stationsvej 9): Midtjylland, Randers","k","Öhrling","Eva","1952",1952,0
"SKF-2007-052","Art","Maleri","Eva Öhrling","Hus, ur, figur og død","2007",2007,"akryl på lærred","215 x 495 cm","","k","Öhrling","Eva","1952",1952,0
"SKF-2015-052","Art","Video","Evren Tekinotay","Bavooka","2015",2015,"Video 6 min 35 sekunder","","SKF-2015-052: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Tekinotay","Evren","-1972",1972,0
"SKF-2015-053","Art","Video","Evren Tekinotay","Ulalume","2014",2014,"Video 6 min 58 sekunder","","SKF-2015-053: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Tekinotay","Evren","-1972",1972,0
"SKF-2015-054","Art","Collage","Evren Tekinotay","Fanny","2014",2014,"collage,papir,\nmixed media,\nakryl på papir","215 × 204 cm","SKF-2015-054: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Tekinotay","Evren","-1972",1972,0
"SKF-1969-168","Art","Maleri","Eyvind Karup Nielsen","Maleri I","1969",0,"olie på lærred","65 x 81 cm","SKF-1969-168: Egebjerg Kommunes administrationsbygning (Svendborgvej 135), Nov: Syddanmark, Esbjerg","m","Karup Nielsen","Eyvind","1920 - 1988",1920,1988
"SKF-1999-188","Art","Maleri","FOS","I hang on lake testicles","1999",1999,"blyant, tusch, akvarel","107 x 75 cm","SKF-1999-188: Kongsholm Amtsgymnasium og HF (Løvens Kvarter 17), Albertslund: Hovedstaden, Albertslund","m","Poulsen","Thomas","1971",1971,0
