"id","art_type","classification","display_name","title","year","begin_year","medium","dimensions","current_location","gender","last_name","first_name","display_bio","birth_year","death_year"
"SKF-1965-067","Art","Tegning","Albert Mertz","Troldmanden","1964",1964,"gouache","43,9 x 30,9 cm","SKF-1965-067: Vejen Kunstmuseum (Østergade 4), Vejen: Syddanmark, Vejen","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-068","Art","Tegning","Albert Mertz","Inde i møllen","1964",1964,"gouache","23,9 x 31,9 cm","SKF-1965-068: Skive Gymnasium (og HF Egerisvej 180), Skive: Midtjylland, Skive","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-069","Art","Tegning","Albert Mertz","Hændelser, profiler og ting","1964",1964,"gouache","43,8 x 31 cm","SKF-1965-069: Nordjyllands Kunstmuseum (Kong Christians Alle 50), Aalborg: Nordjylland, Aalborg","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-075","Art","Maleri","Albert Mertz","16 Næsemænd","1964",1964,"olie på lærred","73 x 92 cm","SKF-1965-075: Fyns Kunstmuseum (Odense bys museer), Odense C: Syddanmark, Odense","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-076","Art","Maleri","Albert Mertz","Hvor mange er der?","1964",1964,"olie på lærred","92 x 73 cm","SKF-1965-076: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-297","Art","Tegning","Albert Mertz","De ideelle fabriksarbejdere","1963",1963,"tusch/blyant","24,2 x 31,8 cm","SKF-1965-297: Skive Gymnasium (og HF Egerisvej 180), Skive: Midtjylland, Skive","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-298","Art","Tegning","Albert Mertz","Kamera","1964",1964,"tusch","24,2 x 32 cm","SKF-1965-298: Skive Gymnasium (og HF Egerisvej 180), Skive: Midtjylland, Skive","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1966-084","Art","Tegning","Albert Mertz","Hæklemoster","1963",1963,"tusch, pensel","32 x 24 cm","SKF-1966-084: Statens Kunstfond: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1966-085","Art","Tegning","Albert Mertz","Hr. Nathus","1963",1963,"gouache","30 x 22,3 cm","SKF-1966-085: Statens Kunstfond: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1966-086","Art","Tegning","Albert Mertz","Tre uniformer","1957",1957,"gouache","27,5 x 40,3 cm","SKF-1966-086: Statens Kunstfond: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1966-087","Art","Tegning","Albert Mertz","Min familie","1960",1960,"gouache","29,7 x 43,7 cm","SKF-1966-087: Statens Kunstfond: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1971-032","Art","Collage","Albert Mertz","Mørkerød skive","1970",1970,"collage","40 x 40 cm","SKF-1971-032: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1971-249","Art","Andet","Albert Mertz","Vinduet","1961",1961,"collage","75 x 58 cm","SKF-1971-249: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1971-250","Art","Andet","Albert Mertz","Hvad er der inden under?","1960",1960,"collage","45,5 x 37 cm","SKF-1971-250: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1973-035","Art","Collage","Albert Mertz","Rød firkant","1972",1972,"collage","41,5 x 57,5 cm","SKF-1973-035: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-244","Art","Collage","Albert Mertz","To postkort","1972",1972,"collage","35 x 17 cm","SKF-1976-244: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-245","Art","Collage","Albert Mertz","Natstriber","1972",1972,"collage","64 x 15 cm","SKF-1976-245: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-246","Art","Collage","Albert Mertz","Mondrians kat","1970",1970,"collage","20 x 30 cm","SKF-1976-246: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-247","Art","Collage","Albert Mertz","Oppe nede forskellen er ens","1972",1972,"collage","49 x 64 cm","SKF-1976-247: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-248","Art","Maleri","Albert Mertz","Tænd lyset","1960",1960,"olie på lærred","72 x 60 cm","SKF-1976-248: Hjørring Handelsskole: Nordjylland, Hjørring","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-249","Art","Akvarel","Albert Mertz","Kinetisk studie IV","1958",1958,"akvarel","9,5 x 79 cm","SKF-1976-249: Hjørring Handelsskole: Nordjylland, Hjørring","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-250","Art","Tegning","Albert Mertz","En værre stribe","1958",1958,"tusch","12 x 10,5 cm","SKF-1976-250: Hjørring Handelsskole: Nordjylland, Hjørring","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1976-251","Art","Tegning","Albert Mertz","En langert","1958",1958,"tusch","5,5 x 140 cm","SKF-1976-251: Hjørring Handelsskole: Nordjylland, Hjørring","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1977-146","Art","Collage","Albert Mertz","Glædelig jul","1976",1976,"collage","12,5 x 280 cm","SKF-1977-146: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1977-147","Art","Collage","Albert Mertz","Tegn på muren","1976",1976,"collage","47,5 x 50 cm","SKF-1977-147: Statens Museum For Kunst (Sølvgade 48-50), København K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1983-157","Art","Andet","Albert Mertz","Vinterlandskab","1973",1973,"collage, gouache","51 x 65 cm","SKF-1983-157: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1983-158","Art","Andet","Albert Mertz","Aften","1979",1979,"collage, gouache","50 x 65 cm","SKF-1983-158: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1983-159","Art","Andet","Albert Mertz","Den lille mølle","1979",1979,"collage, gouache","50 x 56 cm","SKF-1983-159: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1983-160","Art","Andet","Albert Mertz","Plov","1979",1979,"collage, gouache","50 x 56 cm","SKF-1983-160: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1983-160_OVEROBJEKT","Art","Andet","Albert Mertz","Plov","1979",1979,"collage, gouache","50 x 56 cm","SKF-1983-160_OVEROBJEKT: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1989-039","Art","Maleri","Albert Mertz","Radioornament","1988",1988,"akryl på lærred","100 x 100 cm","SKF-1989-039: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1989-040","Art","Maleri","Albert Mertz","Profil","1988",1988,"akryl på lærred","79 x 54 cm","SKF-1989-040: AROS, Århus Kunstmuseum (Vennelystparken), Århus C: Midtjylland, Aarhus","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1989-041","Art","Maleri","Albert Mertz","Rødramme","1984",1984,"olie på lærred","200 x 100 cm","SKF-1989-041: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1989-042","Art","Maleri","Albert Mertz","Borg","1986",1986,"","60 x 84 cm","SKF-1989-042: AROS, Århus Kunstmuseum (Vennelystparken), Århus C: Midtjylland, Aarhus","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-011","Art","Maleri","Albert Mertz","Camouflage II 1965, maleri på lærred","1965",1965,"","90 x 116 cm","SKF-1990-011: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-012","Art","Skulptur","Albert Mertz","Bedstemors boldtræ 1962, objekt","1962",1962,"","51,5 x 40,5 cm","SKF-1990-012: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-013","Art","Skulptur","Albert Mertz","Fra fotoalbummet 1962 objekt","1962",1962,"","56 x 45 cm","SKF-1990-013: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-014","Art","Skulptur","Albert Mertz","Den leende kavaler eller Kulmandens karneval 1960, objek","1960",1960,"","47,5 x 38 cm","SKF-1990-014: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-015","Art","Skulptur","Albert Mertz","Stratetisk kort 1958, objekt","1958",1958,"","39 x 58 cm","SKF-1990-015: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1990-016","Art","Maleri","Albert Mertz","Månemænd 1983, maleri på plade","1983",1983,"","63 x 86 cm","SKF-1990-016: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","m","Mertz","Albert","1920 - 1990",1920,1990
"SKFK-1998-015","Crafts","Collage","Aleksej Iskos","Firebird Lysekrone","1998",1998,"kobber og sejldug","105 x 175 x 5 cm","SKFK-1998-015: Århus Katedralskole (Skolegyde 1-3), Århus C: Midtjylland, Aarhus","m","Iskos","Aleksej","1965",1965,0
"SKF-2013-099","Art","Foto","Alen Aligrudic","Paradigm Metamorphoses Untitled 5","2013",2011,"Inkjet print satin mat laminated \non dibond","60 × 120 × 0,3 cm","","m","Aligrudic","Alen","1977",1977,0
"SKF-2013-100","Art","Foto","Alen Aligrudic","Paradigm Metamorphoses Untitled 17","2013",2011,"Inkjet print satin mat laminated \non dibond","60 × 120 × 0,3 cm","","m","Aligrudic","Alen","1977",1977,0
"SKF-2013-101","Art","Foto","Alen Aligrudic","Paradigm Metamorphoses Untitled 18","2013",2011,"Inkjet print satin mat laminated \non dibond","60 × 180 × 0,3 cm","","m","Aligrudic","Alen","1977",1977,0
"SKF-2013-102","Art","Foto","Alen Aligrudic","Paradigm Metamorphoses Untitled 21","2013",2011,"Inkjet print satin mat laminated \non dibond","60 × 120 × 0,3 cm","","m","Aligrudic","Alen","1977",1977,0
"SKFK-1971-069","Crafts","Keramik","Alev Siesbye","Skål","1970",1970,"stentøj","13,5 cm","","k","Siesbye","Alev","1938",1938,0
"SKFK-1971-070","Crafts","Keramik","Alev Siesbye","Dyb skål","1971",1971,"stentøj","18 cm","","k","Siesbye","Alev","1938",1938,0
"SKFK-1973-017","Crafts","Keramik","Alev Siesbye","Skål","1973",1973,"stentøj","13 cm","SKFK-1973-017: CVU Jelling (Vejlevej 2), Jelling: Syddanmark, Vejle","k","Siesbye","Alev","1938",1938,0
"SKFK-1973-018","Crafts","Keramik","Alev Siesbye","Skål","1971",1971,"stentøj","16 cm","SKFK-1973-018: CVU Jelling (Vejlevej 2), Jelling: Syddanmark, Vejle","k","Siesbye","Alev","1938",1938,0
"SKFK-1975-025","Crafts","Keramik","Alev Siesbye","Lågkrukke","1974",1974,"stentøj","10 cm","SKFK-1975-025: Det Danske Kunstindustrimuseum (Bredgade 68), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1975-026","Crafts","Keramik","Alev Siesbye","Skål","1974",1974,"stentøj","10 cm","SKFK-1975-026: Skolen for brugskunst (Linnésgade 2), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1975-032","Crafts","Keramik","Alev Siesbye","Skål","1975",0,"","","SKFK-1975-032: Randers Aftenskole/AOF Randers (Kirkegade 1), Randers: Midtjylland, Randers","k","Siesbye","Alev","1938",1938,0
"SKFK-1976-001","Crafts","Keramik","Alev Siesbye","Skål","1975",1975,"stentøj","28 cm","SKFK-1976-001: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-026","Crafts","Keramik","Alev Siesbye","Rustrød skål","1979",0,"stentøj","25 x 14 cm","SKFK-1979-026: Statens Kunstfond: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-027","Crafts","Keramik","Alev Siesbye","Sort lav cylinder","1979",0,"stentøj","6,5 x 24 cm","SKFK-1979-027: Christiansborg, Socialdemokratiet (Christiansborg), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-028","Crafts","Keramik","Alev Siesbye","Pink skål","1979",0,"stentøj","8 x 12 cm","SKFK-1979-028: Randers Aftenskole/AOF Randers (Kirkegade 1), Randers: Midtjylland, Randers","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-029","Crafts","Keramik","Alev Siesbye","Bæger","1978",1978,"stentøj, gul","10 x 11,5 x 11,5 cm","SKFK-1979-029: Randers Aftenskole/AOF Randers (Kirkegade 1), Randers: Midtjylland, Randers","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-030","Crafts","Keramik","Alev Siesbye","Gråskål","1979",1979,"stentøj, delvis uglaseret","12 x 22,5 x 22,5 cm","SKFK-1979-030: Ministeriet for Videnskab, Teknologi og Udvikling (Bredgade 43),: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-031","Crafts","Keramik","Alev Siesbye","Skål","1979",1979,"stentøj, sort","10 x 20 x 20 cm","SKFK-1979-031: Det Danske Kunstindustrimuseum (Bredgade 68), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-032","Crafts","Keramik","Alev Siesbye","Cylindervase","1978",1978,"stentøj, sort","8,5 x 33,5 x 33,5 cm","SKFK-1979-032: Københavns teater (Nørre Voldgade 2, 5), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-033","Crafts","Keramik","Alev Siesbye","Grå-sort skål","1978",1978,"stentøj","22 x 37 cm","SKFK-1979-033: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1979-034","Crafts","Keramik","Alev Siesbye","Skål","1978",1978,"stentøj, blå","28 x 43,5 x 43,5 cm","SKFK-1979-034: Vordingborg Statsseminarium (Kuskevej 1), Vordingborg: Sjælland, Vordingborg","k","Siesbye","Alev","1938",1938,0
"SKFK-1981-001","Crafts","Keramik","Alev Siesbye","Skål","1981",0,"stentøj","17 x 31,5 cm","SKFK-1981-001: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","k","Siesbye","Alev","1938",1938,0
"SKFK-1981-002","Crafts","Keramik","Alev Siesbye","Skål","1981",0,"stentøj","10 x 19 cm","SKFK-1981-002: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","k","Siesbye","Alev","1938",1938,0
"SKFK-1981-003","Crafts","Keramik","Alev Siesbye","Skål","1981",0,"stentøj, turkis beige","18 x 27 x 27 cm","SKFK-1981-003: Holstebro Kunstmuseum (Herningvej 1), Holstebro: Midtjylland, Holstebro","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-030","Crafts","Keramik","Alev Siesbye","Skål","1983",1983,"stentøj - hvidgrå med lilla kant","11 x 20 x 20 cm","SKFK-1983-030: Christiansborg (Christiansborg), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-031","Crafts","Keramik","Alev Siesbye","Skål","1983",1983,"stentøj, turkis med rust beige kant","11 x 15,5 x 15,5 cm","SKFK-1983-031: Statens Kunstfond: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-032","Crafts","Keramik","Alev Siesbye","Skål","1983",0,"stentøj, lavendelfarvet med lilla kant","8,5 x 16 x 16 cm","SKFK-1983-032: Kulturministeriet (Nybrogade 2), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-033","Crafts","Keramik","Alev Siesbye","Skål","1983",0,"stentøj, turkis med lilla kant","12,5 x 25 x 25 cm","SKFK-1983-033: Statens Kunstfond: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-034","Crafts","Keramik","Alev Siesbye","Skål","1983",0,"stentøj, rosa/hvid","14,5 cm","SKFK-1983-034: Det Danske Kunstindustrimuseum (Bredgade 68), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1983-091","Crafts","Keramik","Alev Siesbye","Krukke","1983",0,"stentøj, gråsort med diagonal dekoration","42 x 49 x 49 cm","SKFK-1983-091: Det Danske Kunstindustrimuseum (Bredgade 68), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1985-024","Crafts","Keramik","Alev Siesbye","Skål, blå med lys kant","1985",0,"stentøj","21 x 36 cm","SKFK-1985-024: Kulturministeriet (Nybrogade 2), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1988-009","Crafts","Keramik","Alev Siesbye","Skål","1986",1986,"Stentøj opbygget i strimler, grøn m. orange kant","19 x 45 x 45 cm","SKFK-1988-009: Christiansborg (Christiansborg), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-001","Crafts","Keramik","Alev Siesbye","Skål","1991",1991,"stentøj, gul med auberginefarve kant","12 x 19 x 19 cm","SKFK-1992-001: Vordingborg Statsseminarium (Kuskevej 1), Vordingborg: Sjælland, Vordingborg","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-041","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid","14,5 x 14,5 cm","SKFK-1992-041: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-042","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid","20 x 20 cm","SKFK-1992-042: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-043","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid","26 x 26 cm","SKFK-1992-043: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-044","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid","30 x 30 cm","SKFK-1992-044: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-045","Crafts","Keramik","Alev Siesbye","Sirius fad","1992",1992,"porcelæn, hvid med blå kant","30 x 30 cm","SKFK-1992-045: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-046","Crafts","Keramik","Alev Siesbye","Sirius te kop","1992",1992,"porcelæn, hvid med blå kant","","SKFK-1992-046: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-046a","Crafts","Keramik","Alev Siesbye","Underkop","1992",1992,"porcelæn, hvid med blå kant","","SKFK-1992-046a: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-047","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid oval","31 cm","SKFK-1992-047: Designskolen (Philip de Langes Allé 10), København K: Hovedstaden, København","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-048","Crafts","Keramik","Alev Siesbye","Leda fad","1992",1992,"porcelæn, hvid oval","38 cm","SKFK-1992-048: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-049","Crafts","Keramik","Alev Siesbye","Leda skål","1992",1992,"porcelæn, hvid","13 x 13 cm","SKFK-1992-049: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-050","Crafts","Keramik","Alev Siesbye","Skål","1992",1992,"porcelæn, blå","17 x 17 cm","SKFK-1992-050: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1992-051","Crafts","Keramik","Alev Siesbye","Leda skål","1992",1992,"porcelæn, hvid","21 x 21 cm","SKFK-1992-051: Det Danske kulturinstitut i Bruxelles (Koningsstraat): Udenfor Danmark","k","Siesbye","Alev","1938",1938,0
"SKFK-1999-004","Crafts","Keramik","Alev Siesbye","Høj skål","1999",0,"ler blå","41,5 x 26 cm","SKFK-1999-004: Sygehus Thy-Mors (Højtoftevej 2), Thisted: Nordjylland, Thisted","k","Siesbye","Alev","1938",1938,0
"SKF-2009-076","Art","Skulptur","Alexander Tovborg","Totem","2009",2009,"alkydmaling på træ","133 x 65 x 35 cm","SKF-2009-076: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Tovborg","Alexander","1983",1983,0
"SKF-2009-077","Art","Maleri","Alexander Tovborg","Poker King","2009",2009,"tusch, akryl, guache og pastel på træ","80 x 60 x 4,5 cm","SKF-2009-077: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","m","Tovborg","Alexander","1983",1983,0
